x,y
0,496
32.135444,495
64.270888,494
96.406332,492
128.541776,491
160.677219,492
192.812663,489
224.948107,490
257.083551,492
289.218995,492
321.354439,493
353.489882,491
385.625326,489
417.76077,489
448.48604,483.60841
459.114236,480.64789
487.219862,478.11268
508.631888,480.64789
536.737515,477.05634
544.762611,473.88732
700.043447,473.67606
969.112813,473.11267
1278.342979,471.84507
1426.930225,471.84507
1614.005001,471.38763
1857.602118,470.92573
2106.963124,470.43662
2141.76209,473.32394
2188.581421,470.50704
2203.300357,461.07042
2218.018793,464.30986
2252.817759,467.12676
2274.230035,472.54929
2295.641811,473.74648
2343.827958,472.19718
2381.290436,475.57746
2400.03869,473.1831
2405.400274,470.22535
2570.038212,475.57746
2772.173188,475.64789
2806.972145,472.55021
2876.759541,475.36858
3030.519397,474.80282
3038.544493,476.42253
3287.533339,474.66197
3482.974965,474.59155
3979.621421,474.38028
4576.669468,474.38028
4698.482844,475.3662
5034.48662,474.94366
5035.818386,474.16901
5398.596022,474.30986
5500.329388,475.01408
5595.369924,474.4507
5777.424361,479.02817
5818.916147,477.83098
5847.022283,479.80282
5895.207919,481.91549
6030.408485,482.2676
6041.463444,481
6073.598888,481
6105.734331,481
6137.869775,481
6170.005219,481
6202.140663,481
6234.276107,481
6266.411551,481
6298.546995,481
6330.682438,481
6362.817882,481
6394.953326,481
6427.08877,481
6459.224214,481
6491.359658,481
6523.495101,481
6555.630545,481
6587.765989,481
6619.901433,481
6652.036877,481
6684.172321,481
6716.307765,481
6748.443208,481
6780.578652,481
6812.714096,481
6844.84954,481
6876.984984,481
6909.120428,481
6941.255872,481
6973.391315,481
7005.526759,481
7037.662203,481
7069.797646,481
7101.933086,481
7134.068536,481
7166.203976,481
7198.339426,481
7230.474866,481
7262.610306,481
7294.745756,481
7326.881196,481
7359.016646,481
7391.152086,481
7423.287526,481
7455.422976,481
7487.558416,481
7519.693856,481
7551.829306,481
7583.964746,481
7616.100196,481
7648.235636,481
7680.371076,481
7712.506526,481
7744.641966,481
7776.777416,481
7808.912856,481
7841.048296,481
7873.183746,481
7905.319186,481
7937.454626,481
7969.590076,481
8001.725516,481
8033.860966,481
8065.996406,481
8098.131846,481
8130.267296,484
8162.402736,484
8194.538186,485
8226.673626,485
8258.809066,486
8290.944516,484
8323.079956,481
8355.215396,481
8387.350846,481
8419.486286,481
8451.621736,481
8483.757176,481
8515.892616,487
8548.028066,486
8580.163506,485
8612.298956,483
8644.434396,483
8676.569836,485
8708.705286,487
8740.840726,488
8772.976166,492
8805.111616,491
8837.247056,491
8869.382506,491
8901.517946,490
8933.653386,490
8965.788836,491
8997.924276,492
9030.059726,494
9062.195166,493
9094.330606,492
9126.466056,494
9158.601496,495
9190.736936,495
9222.872386,495
9255.007826,495
9287.143276,496
9319.278716,496
9351.414156,497
