b_main,m_main,err_main,b_fp,m_fp,err_fp,h_bankfull,h_max,file
14.892346878684153,2.1601829342040615,0.14068365503344196,391.4132502064226,21.824225002531985,0.5371126450786722,34.81212944337811,54.27271999999999,01.csv
87.28488899415076,13.764740016715184,0.209614150174797,1530.938628282902,48.29631795063315,0.43808488146344904,19.459288937329703,38.81396000000001,03.csv
0.1000000003733951,108.08795934253727,0.09886743424728142,2523.1736830119107,169.03659963012439,0.08379461818244274,5.732056200873364,25.046510000000012,05.csv
55.94729007338531,81.90753193954194,0.9093485425975893,4496.725118316693,176.88300428411017,0.020740050691025757,10.571021052631576,26.88731999999999,06.csv
0.10000000000000062,18.927377663184973,15.537757781962744,7149.280356927159,300.57861167897204,0.00956404808088695,22.197580460526318,32.542460000000005,07.csv
0.10000000000000002,29.43170104308364,25.784640518131273,7902.734199662131,371.49886229948754,0.014497856170848042,17.008807790697674,27.981089999999995,08.csv
0.10000000000000002,163.7838210688358,0.49414686944669894,4976.354484336458,177.6374216886628,0.07800652950318446,6.03156223175966,25.435600000000022,09.csv
0.10000000000003348,143.70579830783544,1.8026322655351303,9890.314904739773,1065.111988149706,0.026512982349817683,13.590310044642871,24.566430000000025,11.csv
344.8080927523441,56.560340693579775,0.2276143910188331,1967.484974239351,195.82977096374665,0.15302469301851865,10.655140152671748,28.347519999999975,14.csv
0.10000000000080293,1.6209596857593684,47.720926582426415,5448.5486776994385,104.89886745484657,0.0011352217366249395,19.531191307420507,30.50711000000001,15.csv
0.10000000000000002,4.006951411596541,38.697585958654024,7651.255732833461,51.606630839381545,0.0002813366469294608,19.973327869822477,35.92957999999999,19.csv
0.10001369512128072,181.68374168152263,0.0011388882305086048,2704.1880150003417,118.42244219376805,1.1255673768661387,2.513265420560747,23.549759999999992,21.csv
0.10000000043043596,97.23329835094746,0.5478867803332393,8586.90088487997,459.7321986067897,0.22592395102384516,12.882359999999998,28.083529999999996,24.csv
0.1000000000503092,90.6500110914923,0.7740278619833705,4738.8309371718815,94.52505354745759,0.01115609982659274,22.264540000000004,39.210170000000005,29.csv
0.10000000000000002,17.998131432349695,0.22657482791573874,970.9249999523674,85.22242871158358,0.14210238463117714,7.122059741379311,48.51972000000001,31.csv
54.87049052251573,54.88261260477945,0.8445474990006717,3393.3389117206034,35.98097394689081,0.0020516756198684623,21.38767772277226,32.43194999999997,36.csv
0.1000000000000001,5.508632702756777,38.86458823267583,2604.5175811350437,65.85018435923033,0.0032850608494317517,34.690388466819236,45.81776000000002,42.csv
101.08049659030418,21.004734305605528,0.16680388601175858,928.2382563685404,33.22254143323894,0.07534777736607558,10.467272465753423,31.409089999999992,46.csv
33.24993845320136,16.139026205158746,0.33846722603404034,1227.3480949096515,53.46953420560897,0.008134905355234109,25.12470876623378,32.96361000000002,51.csv
41.345922375283315,6.425341151989603,0.03841718348618658,326.0511074250337,40.16022748378485,0.1983851732546671,10.1586906949807,28.065690000000018,53.csv
15.823565895871225,10.03635260762109,0.2432021988437759,506.37407494672686,19.72540059791387,0.011802600745694206,19.94108527131783,28.0,54.csv
55.13660796387845,13.736943914966874,0.6428545337788698,547.3103214394938,14.32934729158331,0.05184399297021153,17.914236111111112,31.0,55.csv
